datetime,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,49.17,48.094,49.221,47.521,41125422,19759849216.0,3.44,-2.74,-1.354,1.67
2024-01-03,47.411,47.495,48.11,47.246,32089617,15298553856.0,1.8,-1.25,-0.599,1.3
2024-01-04,47.693,47.924,48.426,47.434,30653489,14742838272.0,2.09,0.9,0.429,1.24
2024-01-05,48.388,49.023,49.473,48.232,41503927,20351650560.0,2.59,2.29,1.099,1.68
2024-01-08,49.438,52.179,52.201,49.405,64250990,32983655424.0,5.7,6.44,3.156,2.61
2024-01-09,52.327,53.066,54.251,51.616,77310006,41086374912.0,5.05,1.7,0.887,3.14
2024-01-10,53.542,54.276,54.526,53.415,53379576,28919255040.0,2.09,2.28,1.21,2.16
2024-01-11,54.925,54.748,55.272,53.486,59675877,32575165440.0,3.29,0.87,0.472,2.42
2024-01-12,54.546,54.636,54.896,54.256,35299360,19299450624.0,1.17,-0.2,-0.112,1.43
2024-01-16,54.944,56.308,56.761,54.826,44957973,25237494272.0,3.54,3.06,1.672,1.82
2024-01-17,56.273,55.979,56.397,54.666,47439444,26402337280.0,3.07,-0.58,-0.329,1.92
2024-01-18,57.186,57.033,57.526,56.033,49165036,28056893184.0,2.67,1.88,1.054,1.99
2024-01-19,57.915,59.417,59.426,57.151,54350148,31816819200.0,3.99,4.18,2.384,2.2
2024-01-22,59.975,59.58,60.257,58.996,45295463,27074164992.0,2.12,0.27,0.163,1.84
2024-01-23,59.496,59.799,59.836,58.511,29465445,17519718144.0,2.22,0.37,0.219,1.19
2024-01-24,60.23,61.288,62.775,59.864,56027076,34593697536.0,4.87,2.49,1.489,2.27
2024-01-25,62.276,61.543,62.645,60.776,48277684,29895675136.0,3.05,0.42,0.255,1.96
2024-01-26,60.886,60.957,61.709,60.499,39030859,23871386368.0,1.97,-0.95,-0.586,1.58
2024-01-29,61.158,62.391,62.415,60.833,34873298,21547632384.0,2.6,2.35,1.434,1.42
2024-01-30,62.826,62.7,63.419,62.186,41073530,25836148480.0,1.98,0.5,0.309,1.67
2024-01-31,61.366,61.453,62.195,60.626,45379487,27915396864.0,2.5,-1.99,-1.247,1.84
2024-02-01,62.026,62.953,63.117,61.576,36914579,23043823872.0,2.51,2.44,1.5,1.5
2024-02-02,63.9,66.086,66.526,63.616,47657765,31277691392.0,4.62,4.98,3.133,1.93
2024-02-05,68.151,69.258,69.423,67.131,68007801,46691473664.0,3.47,4.8,3.172,2.76
2024-02-06,69.556,68.149,69.68,66.226,68311136,46285360128.0,4.99,-1.6,-1.109,2.77
2024-02-07,68.245,70.025,70.146,67.526,49557455,34320128000.0,3.84,2.75,1.876,2.01
2024-02-08,70.0,69.567,70.72,69.381,41442211,29058207488.0,1.91,-0.65,-0.458,1.68
2024-02-09,70.459,72.059,72.111,70.138,43663689,31214755840.0,2.84,3.58,2.492,1.77
2024-02-12,72.526,72.174,74.537,71.176,61371018,44733928448.0,4.66,0.16,0.115,2.49
2024-02-13,70.326,72.054,73.376,69.546,60258015,43389572352.0,5.31,-0.17,-0.12,2.45
2024-02-14,73.128,73.826,74.162,71.864,50491742,36978431488.0,3.19,2.46,1.772,2.05
2024-02-15,73.795,72.584,73.901,72.326,42012181,30671888896.0,2.13,-1.68,-1.242,1.71
2024-02-16,74.026,72.539,74.328,72.427,49532662,36375176448.0,2.62,-0.06,-0.045,1.98
2024-02-20,71.873,69.378,71.882,67.66,70483310,48628376064.0,5.82,-4.36,-3.161,2.82
2024-02-21,67.932,67.398,68.814,66.174,69029813,46594491136.0,3.81,-2.85,-1.98,2.76
2024-02-22,74.951,78.464,78.501,74.146,86509974,66910942976.0,6.46,16.42,11.066,3.46
2024-02-23,80.716,78.743,82.32,77.496,82938837,66274203136.0,6.15,0.36,0.279,3.32
2024-02-26,79.626,79.018,80.572,78.431,50397273,40104562176.0,2.72,0.35,0.275,2.02
2024-02-27,79.307,78.627,79.406,77.088,39170524,30850481664.0,2.93,-0.49,-0.391,1.57
2024-02-28,77.546,77.589,78.859,77.051,39311040,30647843328.0,2.3,-1.32,-1.038,1.57
2024-02-29,79.02,79.038,79.916,78.276,50728898,40220366336.0,2.11,1.87,1.449,2.03
2024-03-01,79.926,82.205,82.226,79.361,47913510,38988867328.0,3.62,4.01,3.167,1.92
2024-03-04,84.056,85.163,87.621,83.645,61561645,52807235584.0,4.84,3.6,2.958,2.46
2024-03-05,85.2,85.894,86.027,83.347,52063930,44225487360.0,3.15,0.86,0.731,2.08
2024-03-06,87.952,88.63,89.654,86.96,58252030,51545113856.0,3.14,3.19,2.736,2.33
2024-03-07,90.088,92.599,92.697,89.532,60811916,55707893248.0,3.57,4.48,3.969,2.43
2024-03-08,95.068,87.458,97.33,86.436,114226906,104040869888.0,11.76,-5.55,-5.141,4.57
2024-03-11,86.359,85.704,88.727,84.096,67836412,58769315584.0,5.3,-2.01,-1.754,2.71
2024-03-12,87.979,91.843,91.89,86.08,66807515,59927799296.0,6.78,7.16,6.139,2.67
2024-03-13,90.985,90.818,91.434,88.365,63571289,57124284416.0,3.34,-1.12,-1.025,2.54
2024-03-14,89.507,87.874,90.576,86.53,60231816,53034971648.0,4.46,-3.24,-2.944,2.41
2024-03-15,86.86,87.767,89.476,86.187,64208616,56665141760.0,3.74,-0.12,-0.107,2.57
2024-03-18,90.318,88.385,92.335,87.015,66897593,59795396608.0,6.06,0.7,0.618,2.68
2024-03-19,86.63,89.328,90.474,84.94,67217127,59077335296.0,6.26,1.07,0.943,2.69
2024-03-20,89.727,90.302,90.34,88.153,47906279,42799617280.0,2.45,1.09,0.974,1.92
2024-03-21,92.23,91.365,92.578,90.335,48037231,44016389120.0,2.48,1.18,1.063,1.92
2024-03-22,91.071,94.219,94.708,90.764,58671936,54879789056.0,4.32,3.12,2.854,2.35
2024-03-25,93.871,94.932,96.696,93.44,55213608,52736132864.0,3.46,0.76,0.713,2.24
2024-03-26,95.781,92.491,96.305,92.432,51364758,48530114304.0,4.08,-2.57,-2.441,2.08
2024-03-27,93.042,90.18,93.17,89.053,58606723,52908790784.0,4.45,-2.5,-2.311,2.38
2024-03-28,89.93,90.286,91.23,89.123,43521227,39392244736.0,2.34,0.12,0.106,1.77
2024-04-01,90.229,90.293,92.155,89.134,45244149,40953959936.0,3.35,0.01,0.007,1.84
2024-04-02,88.378,89.382,90.024,87.55,43306355,38525333248.0,2.74,-1.01,-0.911,1.76
2024-04-03,88.414,88.894,90.304,88.33,37006655,33147695104.0,2.21,-0.55,-0.488,1.5
2024-04-04,90.336,85.835,90.564,85.81,43496492,38447797504.0,5.35,-3.44,-3.059,1.77
2024-04-05,86.796,87.938,88.411,85.856,39967846,35018255616.0,2.98,2.45,2.103,1.62
2024-04-08,88.63,87.063,88.76,86.662,28322000,24755109120.0,2.39,-1.0,-0.875,1.15
2024-04-09,87.372,85.284,87.565,82.952,50354735,42979780608.0,5.3,-2.04,-1.779,2.04
2024-04-10,83.856,86.969,87.33,83.639,43192853,37352995072.0,4.33,1.98,1.685,1.75
2024-04-11,87.35,90.546,90.669,86.856,43163727,38472318976.0,4.38,4.11,3.577,1.75
2024-04-12,89.629,88.116,90.105,87.46,42680479,37867604480.0,2.92,-2.68,-2.43,1.73
2024-04-15,89.028,85.931,90.543,85.859,44307695,39051565824.0,5.32,-2.48,-2.185,1.8
2024-04-16,86.363,87.345,88.048,85.994,37045302,32335744256.0,2.39,1.65,1.414,1.5
2024-04-17,88.27,83.965,88.705,83.88,49539951,42439003648.0,5.52,-3.87,-3.38,2.01
2024-04-18,84.9,84.601,86.12,82.332,44726034,37916045312.0,4.51,0.76,0.636,1.82
2024-04-19,83.08,76.13,84.254,75.536,87519800,69702758400.0,10.3,-10.01,-8.471,3.55
2024-04-22,78.034,79.448,80.003,76.33,59634051,46913256448.0,4.82,4.36,3.318,2.42
2024-04-23,80.699,82.353,82.699,80.194,43855937,35935668992.0,3.15,3.66,2.905,1.78
2024-04-24,83.88,79.607,84.012,79.113,51220753,41662816512.0,5.95,-3.33,-2.746,2.08
2024-04-25,78.798,82.562,83.253,78.153,42464073,34712334080.0,6.41,3.71,2.955,1.72
2024-04-26,83.748,87.665,88.261,83.317,55101078,47754907648.0,5.99,6.18,5.103,2.24
2024-04-29,87.525,87.687,87.922,85.196,38897076,33849293056.0,3.11,0.03,0.022,1.58
2024-04-30,87.17,86.332,88.749,86.23,36370870,31758464768.0,2.87,-1.55,-1.355,1.48
2024-05-01,85.007,82.971,85.93,81.185,55986317,46761988864.0,5.5,-3.89,-3.361,2.28
2024-05-02,84.379,85.747,86.167,83.13,37789754,32108356608.0,3.66,3.35,2.776,1.54
2024-05-03,87.719,88.719,89.211,86.97,39834072,35209264640.0,2.61,3.47,2.972,1.62
2024-05-06,89.32,92.07,92.15,88.985,37620255,34383058176.0,3.57,3.78,3.351,1.53
2024-05-07,91.028,90.484,91.711,88.941,43734161,39605708800.0,3.01,-1.72,-1.586,1.78
2024-05-08,89.413,90.342,91.124,89.35,32572102,29421948416.0,1.96,-0.16,-0.142,1.32
2024-05-09,90.459,88.677,91.002,88.161,37801268,33672327168.0,3.14,-1.84,-1.665,1.54
2024-05-10,90.235,89.808,91.331,89.157,33532541,30199863296.0,2.45,1.28,1.131,1.36
2024-05-13,90.408,90.329,90.928,88.459,28968017,26103330048.0,2.75,0.58,0.521,1.18
2024-05-14,89.529,91.286,91.581,88.864,29650708,26895867136.0,3.01,1.06,0.957,1.21
2024-05-15,92.402,94.56,94.792,91.529,41773545,39239300864.0,3.57,3.59,3.274,1.7
