datetime,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,163.5,159.332,163.6,157.201,4411449,14090551808.0,3.93,-2.16,-3.515,0.88
2021-01-05,158.301,160.926,161.169,158.253,2655548,8509228800.0,1.83,1.0,1.594,0.53
2021-01-06,157.324,156.919,159.876,156.558,4394815,13896862464.0,2.06,-2.49,-4.007,0.87
2021-01-07,157.85,158.108,160.427,157.75,3514545,11178422784.0,1.71,0.76,1.189,0.7
2021-01-08,159.0,159.135,159.532,157.11,3537744,11205844480.0,1.53,0.65,1.027,0.7
2021-01-11,157.401,155.711,157.819,155.5,3669095,11483482112.0,1.46,-2.15,-3.424,0.73
2021-01-12,156.0,156.042,157.107,154.3,3514582,10956613632.0,1.8,0.21,0.331,0.7
2021-01-13,156.422,158.295,159.498,156.104,3321244,10517236480.0,2.18,1.44,2.253,0.66
2021-01-14,158.376,156.374,158.9,156.03,3070919,9659162624.0,1.81,-1.21,-1.921,0.61
2021-01-15,156.151,155.213,157.128,154.759,4243995,13202829056.0,1.51,-0.74,-1.161,0.84
2021-01-19,155.35,156.038,157.25,154.8,3305142,10313723904.0,1.58,0.53,0.825,0.66
2021-01-20,159.1,163.169,163.99,158.75,5309835,17177504256.0,3.36,4.57,7.131,1.05
2021-01-21,164.65,165.35,167.428,164.479,4945051,16407585536.0,1.81,1.34,2.181,0.98
2021-01-22,165.216,164.612,166.096,164.158,2821914,9307201280.0,1.17,-0.45,-0.738,0.56
2021-01-25,166.425,164.7,168.195,162.158,3749758,12397185536.0,3.67,0.05,0.088,0.74
2021-01-26,164.818,166.307,166.9,164.144,2955235,9810359040.0,1.67,0.98,1.607,0.59
2021-01-27,167.075,161.629,167.326,160.354,4660158,15218643200.0,4.19,-2.81,-4.678,0.93
2021-01-28,161.752,161.881,165.084,161.435,3149228,10269312512.0,2.26,0.16,0.252,0.63
2021-01-29,161.5,160.31,161.85,159.228,4293556,13778631680.0,1.62,-0.97,-1.571,0.85
2021-02-01,162.118,167.144,167.513,161.752,4160212,13761643776.0,3.59,4.26,6.834,0.83
2021-02-02,169.0,169.0,171.387,168.057,7098637,24116595456.0,1.99,1.11,1.856,1.41
2021-02-03,171.251,165.627,171.7,165.431,7088781,23862025728.0,3.71,-2.0,-3.373,1.41
2021-02-04,166.5,166.55,167.35,163.888,3670661,12158710784.0,2.09,0.56,0.923,0.73
2021-02-05,165.95,167.608,168.85,165.136,3620808,12094875136.0,2.23,0.64,1.058,0.72
2021-02-08,167.925,166.147,168.25,165.2,3257391,10816975872.0,1.82,-0.87,-1.461,0.65
2021-02-09,165.625,165.25,166.9,164.892,2203526,7305501952.0,1.21,-0.54,-0.897,0.44
2021-02-10,165.7,164.329,165.898,162.7,3151550,10342827264.0,1.94,-0.56,-0.921,0.63
2021-02-11,164.6,163.107,164.6,162.403,2301417,7513542400.0,1.34,-0.74,-1.222,0.46
2021-02-12,162.5,163.886,164.013,161.666,2335339,7610748672.0,1.44,0.48,0.779,0.46
2021-02-16,162.703,163.448,165.415,162.68,2574721,8431618560.0,1.67,-0.27,-0.438,0.51
2021-02-17,163.18,165.432,166.046,162.975,3302099,10891958784.0,1.88,1.21,1.984,0.66
2021-02-18,164.121,166.412,166.9,163.697,3033607,10051382528.0,1.94,0.59,0.98,0.6
2021-02-19,166.412,162.495,166.675,162.288,4305184,14147683584.0,2.64,-2.35,-3.917,0.85
2021-02-22,160.407,159.037,161.616,158.613,3515679,11230110720.0,1.85,-2.13,-3.458,0.7
2021-02-23,156.352,159.725,160.237,154.68,4677222,14745642752.0,3.49,0.43,0.688,0.93
2021-02-24,158.338,157.977,158.562,156.269,3011275,9494787584.0,1.44,-1.09,-1.748,0.6
2021-02-25,156.837,152.858,158.913,152.388,4533801,14047390976.0,4.13,-3.24,-5.119,0.9
2021-02-26,154.76,154.647,156.122,151.835,4275930,13207648768.0,2.8,1.17,1.789,0.85
2021-03-01,156.395,157.307,157.478,154.9,2733963,8555473408.0,1.67,1.72,2.66,0.54
2021-03-02,157.174,154.727,158.176,154.356,2595762,8111161856.0,2.43,-1.64,-2.58,0.52
