datetime,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2022-01-03,173.95,178.13,179.0,173.83,104701220,18990621952.0,2.98,2.56,4.44,0.64
2022-01-04,178.75,175.82,179.06,175.24,99310438,17940028672.0,2.14,-1.3,-2.31,0.61
2022-01-05,175.73,171.04,176.29,170.76,94537602,16765843200.0,3.15,-2.72,-4.78,0.58
2022-01-06,168.82,168.12,171.42,167.76,96903955,16776360192.0,2.14,-1.71,-2.92,0.59
2022-01-07,168.85,168.29,170.26,167.15,86709147,14954300672.0,1.85,0.1,0.17,0.53
2022-01-10,165.2,168.31,168.62,164.29,106765552,18172947200.0,2.57,0.01,0.02,0.65
2022-01-11,168.44,171.2,171.3,166.94,76138312,13219998976.0,2.59,1.72,2.89,0.47
2022-01-12,172.24,171.65,173.3,170.94,74805173,13154206464.0,1.38,0.26,0.45,0.46
2022-01-13,171.9,168.31,172.74,167.91,84505760,14707454720.0,2.81,-1.95,-3.34,0.52
2022-01-14,167.46,169.19,169.9,167.21,80440780,13869701888.0,1.6,0.52,0.88,0.49
2022-01-18,167.63,165.92,168.66,165.525,91168729,15548882688.0,1.85,-1.93,-3.27,0.56
2022-01-19,166.12,162.35,167.2,162.06,94814990,15965705728.0,3.1,-2.15,-3.57,0.58
2022-01-20,163.1,160.63,165.8,160.3,91420515,15289044736.0,3.39,-1.06,-1.72,0.56
2022-01-21,160.535,158.53,162.45,158.42,122848858,20134692608.0,2.51,-1.31,-2.1,0.75
2022-01-24,156.14,157.74,158.42,150.82,162706686,25797251328.0,4.79,-0.5,-0.79,1.0
2022-01-25,155.1,155.9,158.88,153.14,115798367,18460598016.0,3.64,-1.17,-1.84,0.71
2022-01-26,159.62,155.81,160.509,153.94,108275308,17478597120.0,4.21,-0.06,-0.09,0.66
2022-01-27,158.57,155.34,159.96,154.4,121954638,19617251072.0,3.57,-0.3,-0.47,0.75
2022-01-28,161.83,166.45,166.47,158.92,179935660,30122820096.0,4.86,7.15,11.11,1.1
2022-01-31,166.28,170.9,171.12,165.63,115541590,20014600704.0,3.3,2.67,4.45,0.71
2022-02-01,170.13,170.73,170.96,168.43,86213911,14967666944.0,1.48,-0.1,-0.17,0.53
2022-02-02,170.865,171.96,172.0,169.45,84914256,14851375872.0,1.49,0.72,1.23,0.52
2022-02-03,170.6,169.02,172.36,168.24,89418074,15596009216.0,2.4,-1.71,-2.94,0.55
2022-02-04,168.02,168.73,170.44,167.02,82465400,14213991936.0,2.02,-0.17,-0.29,0.51
2022-02-07,169.2,168.0,170.286,167.29,77251204,13322783744.0,1.78,-0.43,-0.73,0.47
2022-02-08,168.07,171.17,171.69,167.77,74829217,13009505024.0,2.33,1.89,3.17,0.46
2022-02-09,172.39,172.62,172.99,171.24,71285038,12531260672.0,1.02,0.85,1.45,0.44
